filename,Openness,Vitality,Warmth,Structural_Stability
집_9_남_05170.json,71.18313805399899,82.08,56.849609375,82.09
집_9_남_02697.json,81.48873843975397,74.58,58.176513671875,83.11
집_9_남_05115.json,82.799791440425,59.92,14.152560269790769,86.07
집_9_남_07349.json,75.11140291971458,71.44,43.53429159914646,78.67
집_9_남_06093.json,50.70509125840538,69.61,44.82373046875,87.98
집_9_남_01854.json,70.318688238858,85.63,45.16414780396331,84.2
집_9_남_00243.json,73.67443544932183,64.27,28.640940988933956,87.68
집_9_남_00601.json,72.4548689792054,64.81,55.336009425769916,72.79
집_9_남_00411.json,82.58883248730965,78.53,47.2366989213198,55.47
집_9_남_00077.json,88.2080648931948,76.27,45.339938895994905,92.95
집_8_여_13879.json,87.74345733784259,68.81,50.349609375,88.42
집_9_남_04972.json,73.02720419534579,76.97,52.4326171875,74.87
집_9_남_04706.json,50.0,64.41,26.200230189732142,55.41
집_9_남_06393.json,72.86348586006622,96.64,41.150694421814194,82.82
집_9_남_02575.json,89.17838489353153,73.29,23.47031548187023,90.76
집_9_남_04465.json,60.80040695740644,80.39,27.54454508133951,84.16
집_9_남_03657.json,60.0,75.48,67.93902912059099,68.56
집_9_남_01491.json,79.59171348851432,66.87,54.20654296875,65.93
집_9_남_05698.json,82.59984822335646,85.25,28.283150554933354,76.5
집_8_여_13487.json,70.77817504909137,66.11,40.51611328125,80.7
집_8_여_12440.json,42.38512346863266,73.33,39.53125,73.6
집_9_남_04546.json,59.958512345553444,68.72,35.11105771744799,83.02
집_9_남_00182.json,80.23543642405991,60.07,36.92912276297207,55.85
집_9_남_06208.json,83.66639594256239,65.15,51.44788927212756,64.27
집_9_남_02487.json,55.07591076873696,75.38,34.85350622141309,93.1
집_9_남_00864.json,62.76047456159637,71.64,32.827432997137954,89.78
집_8_여_12534.json,70.0,74.38,73.99771714609167,90.39
집_9_남_03104.json,72.25962600449404,71.31,26.447296085627165,77.07
집_9_남_03177.json,90.0,73.77,40.3030853690258,85.53
집_9_남_00489.json,77.88491904188413,69.31,26.27537835571483,81.21
집_9_남_06618.json,76.22730058663865,77.74,39.54551520020686,89.01
집_8_여_12791.json,64.71327390721223,71.01,16.322682247133955,95.49
집_9_남_02723.json,56.01317523056653,85.13,57.56494140625,79.72
집_8_여_12047.json,53.177017838949745,77.11,27.42759316220667,86.53
집_9_남_04286.json,55.42197875166003,66.07,28.202259322086654,62.97
집_9_남_00798.json,70.88307020921576,77.27,31.30357142857143,86.59
집_9_남_02480.json,74.34267133914842,79.07,54.61669921875,80.33
집_9_남_01978.json,72.9582075592024,71.2,55.806297098869095,79.11
집_9_남_07521.json,71.28972768517701,72.93,40.39549396085505,67.01
집_9_남_03378.json,85.4563213089739,76.99,49.846377313360314,55.83
집_9_남_02069.json,52.60854169365635,74.31,55.9345703125,75.44
집_9_남_02664.json,56.42426286645867,57.05,41.046142578125,90.1
집_9_남_01536.json,80.81398424006909,59.09,23.40585026716321,78.48
집_9_남_00275.json,73.81167405516119,63.16,51.72110069863359,95.9
집_9_남_03708.json,77.68996960486322,77.13,60.40283203125,83.18
집_9_남_02966.json,73.51580047009664,58.55,50.879638671875,84.86
집_9_남_04942.json,71.59042829894226,62.82,34.013277984631486,90.57
집_9_남_05622.json,53.47181286549707,71.92,45.658203125,73.41
집_9_남_01501.json,72.37329168293635,73.99,72.235107421875,85.01
집_9_남_02081.json,67.66190401423563,70.04,56.168212890625,61.7
집_8_여_13611.json,86.51058955423947,65.91,52.0419921875,73.78
집_9_남_01366.json,43.0615907856755,62.91,40.4462890625,83.85
집_9_남_00775.json,72.82298318979645,73.9,67.67880011690511,84.21
집_9_남_06243.json,73.09709975024211,65.61,31.476829324288758,76.63
집_9_남_03143.json,67.12607250190979,69.13,37.910003111760886,86.7
집_8_여_13156.json,69.38638228055783,74.44,32.85945526012708,83.64
집_9_남_07281.json,63.84579839400256,72.91,47.669921875,91.48
집_9_남_06054.json,46.81992717643165,69.7,37.696370927595375,67.83
